code,updated_at,roe,gross_margin,debt_ratio,revenue_growth,profit_growth
603075,2026-04-23,11.39,,54.97,,0.1214
601777,2026-04-23,0.5,,37.1361,,242.9983
600059,2026-04-23,1.27,,10.4107,,13.2988
000550,2026-04-23,2.22,,65.8904,,-36.6051
688027,2026-04-23,-1.18,,14.1804,,
688646,2026-04-23,6.14,,58.8006,,122.5332
603108,2026-04-23,1.18,,64.364,,-46.8581
601555,2026-04-23,0.31,,74.9793,,-72.9921
002262,2026-04-23,3.69,,15.81,,12.3387
688439,2026-04-23,11.81,,51.5894,,65.476
301161,2026-04-23,5.59,,35.6116,,-10.0602
002961,2026-04-23,3.88,,85.8245,,7.9646
603501,2026-04-23,5.24,,46.7344,,-17.5611
300452,2026-04-23,5.02,,26.368,,8.9792
688061,2026-04-23,6.75,,28.1784,,142.1147
688410,2026-04-23,1.95,,28.3176,,370.1787
600491,2026-04-23,1.39,,79.4679,,0.3999
600537,2026-04-23,-0.51,,68.3085,,1100.5984
300814,2026-04-23,1.9,,43.7468,,12.5458
688737,2026-04-23,-0.55,,13.2677,,-205.1728
300437,2026-04-23,4.48,,51.9181,,1338.9204
301110,2026-04-23,1.15,,9.6657,,-46.4279
002692,2026-04-23,1.57,,58.3323,,2561.2499
920121,2026-04-23,27.42,,34.4328,,21.4978
920149,2026-04-23,0.22,,62.6376,,-151.5144
601858,2026-04-23,0.42,,28.2043,,-23.9705
603927,2026-04-23,0.27,,59.624,,7.7718
002171,2026-04-23,1.82,,53.0169,,-7.8336
301093,2026-04-23,1.27,,7.0423,,-24.2179
603456,2026-04-23,4.34,,36.3836,,119.0277
603320,2026-04-23,1.53,,37.1555,,-32.5962
688435,2026-04-23,-2.54,,7.6872,,-399.5053
688475,2026-04-23,4.59,,58.2183,,-23.9643
300955,2026-04-23,1.72,,26.2771,,-19.5416
920130,2026-04-23,1.72,,24.3546,,-29.5313
688728,2026-04-23,3.1,,47.0467,,-17.358
600007,2026-04-23,3.01,,31.9687,,12.6447
603040,2026-04-23,3.54,,9.7582,,4.0
688007,2026-04-23,0.72,,35.1064,,-88.5294
920039,2026-04-23,2.89,,29.9366,,-8.1923
002694,2026-04-23,-13.19,,92.0499,,-132.1928
300870,2026-04-23,-1.87,,53.1597,,-186.4622
300689,2026-04-23,0.63,,14.6136,,88.7001
301556,2026-04-23,6.68,,32.3694,,27.8153
600461,2026-04-23,3.95,,63.6693,,5.7968
001373,2026-04-23,9.79,,39.4972,,-15.6699
300264,2026-04-23,-9.26,,53.1361,,-436.8077
600643,2026-04-23,2.35,,53.1006,,-8.9608
301468,2026-04-23,6.04,,32.4949,,-29.8854
600203,2026-04-23,0.86,,68.9128,,-333.4569
688319,2026-04-23,-0.81,,30.8263,,-133.2965
301369,2026-04-23,4.72,,18.6177,,82.104
301626,2026-04-23,10.34,,26.5639,,80.8371
002945,2026-04-23,2.32,,79.0967,,-19.4339
002951,2026-04-23,0.06,,7.1714,,-98.2572
688408,2026-04-23,-0.37,,49.6189,,-154.1792
002182,2026-04-23,8.23,,49.6112,,342.1787
300221,2026-04-23,-0.12,,36.3099,,-104.4081
600237,2026-04-23,1.79,,31.1518,,9.9231
688160,2026-04-23,2.26,,12.7094,,-14.2481
920833,2026-04-23,5.32,,34.8539,,-17.2738
002045,2026-04-23,0.3,,59.8881,,-88.5219
300389,2026-04-23,1.57,,52.3885,,583.928
920187,2026-04-23,6.52,,53.1115,,1.7988
920570,2026-04-23,10.23,,44.5983,,53.6032
300149,2026-04-23,0.48,,52.7335,,491.0007
600588,2026-04-23,-3.51,,43.5806,,-318.3056
002309,2026-04-23,-3.7,,86.8517,,-266.0136
688019,2026-04-23,3.17,,25.8336,,1830.266
300408,2026-04-23,2.98,,11.4767,,1.5294
920118,2026-04-23,15.73,,63.0194,,34.0881
000032,2026-04-23,-2.17,,78.2916,,276.4279
920002,2026-04-23,10.0,,26.0621,,-54.2568
301326,2026-04-23,7.93,,43.823,,-26.381
688621,2026-04-23,4.2,,37.4832,,63.7483
600763,2026-04-23,5.46,,34.6299,,1.7067
920491,2026-04-23,3.13,,9.5599,,-14.6863
688116,2026-04-23,4.47,,35.7116,,87.4816
688600,2026-04-23,-1.08,,25.0168,,307.5989
000949,2026-04-23,0.65,,46.8599,,-86.8257
603011,2026-04-23,1.15,,39.7599,,146.662
300905,2026-04-23,1.49,,11.2388,,-29.0478
002467,2026-04-23,1.6,,13.9352,,-22.5786
603639,2026-04-23,4.46,,40.5584,,8.937
603585,2026-04-23,3.98,,35.421,,183.0977
002681,2026-04-23,0.95,,48.8875,,-49.1575
603605,2026-04-23,5.29,,37.7857,,58.5912
002497,2026-04-23,13.1,,24.18,,1179.8972
600928,2026-04-23,2.15,,91.6809,,-14.0743
603602,2026-04-23,-1.38,,53.8888,,2075.898
688292,2026-04-23,-0.8,,34.164,,-338.6793
600575,2026-04-23,2.1,,39.4494,,42.9442
301047,2026-04-23,1.85,,2.2599,,-65.6096
300771,2026-04-23,2.16,,19.2529,,3.4796
920478,2026-04-23,6.57,,17.6655,,60.4038
600353,2026-04-23,0.88,,25.4764,,41.5115
689009,2026-04-23,0.89,,43.468,,49.3069
603276,2026-04-23,12.06,,24.294,,3.9639
002416,2026-04-23,3.35,,56.9602,,13.5778
920016,2026-04-23,9.58,,43.639,,118.9036
000570,2026-04-23,-1.05,,38.2394,,-226.1862
002539,2026-04-23,9.33,,63.6926,,153.3301
002301,2026-04-23,1.86,,64.9855,,3.6593
603515,2026-04-23,1.15,,28.1514,,-52.8881
002355,2026-04-23,-3.44,,43.0663,,-2899.4914
301325,2026-04-23,8.26,,46.8019,,167.0292
920221,2026-04-23,4.18,,33.4493,,-14.4075
002137,2026-04-23,1.26,,25.8246,,58.6484
688318,2026-04-23,1.42,,4.489,,-13.6735
600562,2026-04-23,1.8,,34.58,,15.2429
920284,2026-04-23,5.67,,54.0143,,-1.5354
003008,2026-04-23,1.3,,3.7293,,-30.4665
001308,2026-04-23,4.64,,36.4002,,91.2057
688657,2026-04-23,4.52,,14.5419,,-28.4161
688450,2026-04-23,8.64,,45.2171,,4.6433
688197,2026-04-23,-3.81,,7.5677,,
600526,2026-04-23,0.19,,67.8843,,-18.1312
300098,2026-04-23,-2.46,,40.7011,,-724.3287
000719,2026-04-23,1.01,,35.814,,4.7325
301018,2026-04-23,2.48,,53.6048,,724.9223
601952,2026-04-23,2.26,,53.9075,,13.9106
688789,2026-04-23,4.68,,15.8876,,32.3767
600956,2026-04-23,4.72,,66.1017,,-1.1133
002139,2026-04-23,1.85,,46.1002,,-61.083
300096,2026-04-23,-13.16,,57.601,,-175.5139
000957,2026-04-23,-1.4,,73.3529,,135.6963
301600,2026-04-23,5.15,,36.4047,,44.6474
300124,2026-04-23,4.35,,40.7407,,5.134
000951,2026-04-23,0.88,,58.9383,,-78.905
601677,2026-04-23,5.22,,42.2759,,85.4826
603315,2026-04-23,0.82,,44.0659,,-23.201
300335,2026-04-23,0.19,,50.8609,,-20.7737
688652,2026-04-23,14.26,,49.5361,,54.9532
000636,2026-04-23,2.55,,34.7869,,-3.3443
920009,2026-04-23,15.25,,29.6313,,-37.7074
688286,2026-04-23,-0.24,,4.447,,-158.0532
605259,2026-04-23,2.69,,26.5855,,27.8475
920974,2026-04-23,4.26,,8.4246,,-11.3663
300959,2026-04-23,1.49,,4.1158,,-18.0809
000066,2026-04-23,-0.86,,57.1249,,-346.9702
920541,2026-04-23,3.71,,37.9631,,-36.985
688589,2026-04-23,1.77,,20.0298,,950.6128
688132,2026-04-23,-3.74,,61.4631,,-347.6605
688137,2026-04-23,9.75,,25.8168,,63.0292
688176,2026-04-23,-1.59,,2.1472,,
920395,2026-04-23,12.19,,26.1377,,-15.8714
920427,2026-04-23,2.48,,17.5635,,31.9228
603516,2026-04-23,-0.78,,25.6895,,-170.5029
600359,2026-04-23,8.33,,68.371,,113.8095
002272,2026-04-23,0.66,,52.4672,,-44.2972
300678,2026-04-23,1.0,,21.8599,,1760.7429
301589,2026-04-23,3.68,,47.7174,,21.8391
603355,2026-04-23,6.11,,63.3936,,10.5061
688683,2026-04-23,1.21,,13.4828,,-31.4295
920394,2026-04-23,4.23,,39.0334,,35.9069
002426,2026-04-23,0.17,,50.1903,,-88.4766
600571,2026-04-23,-6.24,,29.3942,,-124.2148
920267,2026-04-23,3.78,,48.3242,,-50.9145
920174,2026-04-23,4.9,,28.2205,,-19.0082
920066,2026-04-23,11.21,,35.9262,,10.0878
603095,2026-04-23,2.17,,32.7874,,-4.9239
300052,2026-04-23,0.67,,39.7402,,-51.8411
300530,2026-04-23,-96.69,,92.8725,,
301421,2026-04-23,16.62,,34.878,,8.9728
001217,2026-04-23,2.95,,19.3116,,-34.8132
920227,2026-04-23,5.98,,5.073,,-15.04
600438,2026-04-23,11.72,,52.2638,,552.0254
920753,2026-04-23,0.79,,10.1448,,-26.158
603063,2026-04-23,2.07,,39.8906,,2.0466
920504,2026-04-23,6.17,,32.1778,,-6.2181
603861,2026-04-23,-2.02,,63.4143,,-236.7654
002871,2026-04-23,1.39,,21.7871,,-26.7964
300493,2026-04-23,1.4,,36.6728,,13.4105
300667,2026-04-23,0.83,,22.2606,,42.7813
600426,2026-04-23,9.83,,20.3157,,54.1125
600153,2026-04-23,1.95,,79.6393,,54.9222
603386,2026-04-23,2.08,,55.2708,,-47.4091
920278,2026-04-23,2.24,,20.4815,,-42.8974
002989,2026-04-23,1.96,,50.4362,,12.2163
301259,2026-04-23,2.99,,53.6777,,257.0793
600714,2026-04-23,4.4,,10.304,,1034.9338
688656,2026-04-23,1.73,,10.1607,,1.693
000630,2026-04-23,2.6,,51.0457,,54.1445
600540,2026-04-23,-1.65,,64.5108,,-453.0413
600468,2026-04-23,1.43,,42.1003,,-3.0941
688387,2026-04-23,-0.22,,64.7307,,-780.6755
603116,2026-04-23,0.42,,24.7232,,-39.1248
002329,2026-04-23,4.4,,63.2717,,420.446
300369,2026-04-23,-3.24,,21.5187,,-2690.2848
301267,2026-04-23,11.42,,40.2316,,36.7653
920018,2026-04-23,6.37,,54.2594,,5.4479
600350,2026-04-23,1.84,,62.3202,,31.1889
002901,2026-04-23,3.57,,16.6556,,-15.0877
301608,2026-04-23,9.92,,24.1686,,-18.7779
300907,2026-04-23,0.72,,42.1468,,-56.0344
301318,2026-04-23,5.21,,19.2445,,-42.6702
920082,2026-04-23,6.38,,69.6521,,74.0728
300566,2026-04-23,2.17,,49.94,,15.0801
300552,2026-04-23,0.11,,15.8682,,-88.481
600177,2026-04-23,5.8,,51.9613,,261.9663
000922,2026-04-23,2.72,,47.7477,,0.2959
688265,2026-04-23,0.78,,7.9006,,17.6428
300780,2026-04-23,2.35,,42.8842,,123.0775
920523,2026-04-23,1.7,,18.3139,,-34.82
300061,2026-04-23,0.83,,35.5098,,-89.7386
920111,2026-04-23,5.84,,21.8077,,-36.795
300895,2026-04-23,0.76,,22.3444,,-2.5301
300558,2026-04-23,1.79,,27.219,,-45.883
300649,2026-04-23,4.11,,57.9476,,9.7313
688702,2026-04-23,3.91,,66.8108,,202.9915
300106,2026-04-23,0.38,,39.9636,,17.4132
601016,2026-04-23,3.67,,69.9596,,36.0728
002242,2026-04-23,3.76,,47.7836,,-7.2419
603017,2026-04-23,1.54,,53.7592,,17.3425
603390,2026-04-23,-0.72,,14.3859,,-2682.6388
000593,2026-04-23,0.22,,49.5002,,14.3639
002787,2026-04-23,0.2,,44.1508,,-42.1522
002490,2026-04-23,-5.0,,73.8626,,-97.5247
001215,2026-04-23,2.93,,28.4927,,44.1767
603198,2026-04-23,8.45,,28.3909,,48.9373
600310,2026-04-23,-3.02,,80.2294,,-170.6572
603538,2026-04-23,6.03,,48.2803,,135.5135
002971,2026-04-23,2.21,,53.5475,,25.1049
001314,2026-04-23,19.43,,48.0392,,15.852
003022,2026-04-23,1.67,,43.2233,,-60.1653
603912,2026-04-23,1.36,,48.1342,,-36.3713
000715,2026-04-23,1.16,,30.6231,,-17.74
002606,2026-04-23,4.13,,20.8299,,-29.1518
600986,2026-04-23,0.89,,48.0705,,-25.6461
603060,2026-04-23,-1.8,,44.3479,,-55.9575
601778,2026-04-23,-0.49,,59.8504,,-37.8401
300107,2026-04-23,0.75,,9.4171,,186.7914
300342,2026-04-23,0.08,,31.9508,,-95.4965
300331,2026-04-23,-1.17,,43.5461,,-327.2095
301319,2026-04-23,5.86,,44.0648,,5.2646
688166,2026-04-23,3.34,,48.2058,,18.9462
002947,2026-04-23,2.05,,17.5317,,93.8397
300619,2026-04-23,-1.15,,66.7171,,167.669
301330,2026-04-23,2.09,,29.9364,,32.8059
300865,2026-04-23,1.06,,21.9415,,-44.2837
002278,2026-04-23,-1.15,,30.8756,,-360.6291
301109,2026-04-23,3.8,,61.1478,,41.2606
301373,2026-04-23,7.83,,14.3549,,-8.4697
688295,2026-04-23,2.85,,43.0613,,200.7974
300687,2026-04-23,0.63,,18.9779,,14.9219
301526,2026-04-23,11.74,,64.3549,,41.9006
601997,2026-04-23,2.95,,91.0492,,0.4799
300511,2026-04-23,2.71,,55.6692,,-36.9855
603693,2026-04-23,2.21,,58.6266,,-31.3446
300938,2026-04-23,2.15,,18.4758,,90.9146
300027,2026-04-23,-6.01,,64.703,,-159.4367
001389,2026-04-23,10.4,,62.4217,,176.6323
300287,2026-04-23,0.26,,37.9753,,-69.0508
300140,2026-04-23,-0.31,,46.7117,,-307.1209
300668,2026-04-23,-2.38,,16.1702,,-661.4087
603285,2026-04-23,22.42,,14.7656,,-26.2826
600559,2026-04-23,6.67,,53.3676,,364.9988
603922,2026-04-23,0.95,,16.466,,73.0453
600633,2026-04-23,0.56,,16.53,,-65.7741
300388,2026-04-23,1.48,,73.3507,,-9.4636
600821,2026-04-23,1.52,,80.8861,,16.6981
002841,2026-04-23,3.54,,46.5659,,57.7938
603193,2026-04-23,12.26,,19.1277,,32.6552
300482,2026-04-23,21.16,,33.5021,,491.4952
600150,2026-04-23,0.11,,67.8985,,-9.6536
301371,2026-04-23,7.72,,7.75,,-6.5833
300965,2026-04-23,0.05,,10.0358,,-96.6532
001299,2026-04-23,6.45,,30.7281,,-12.2503
688510,2026-04-23,0.2,,27.0335,,-28.2921
300827,2026-04-23,1.78,,63.9421,,3.5194
600995,2026-04-23,4.36,,31.2895,,-0.2638
603212,2026-04-23,3.8,,51.8487,,75.8715
688105,2026-04-23,9.46,,16.4583,,28.1847
603939,2026-04-23,3.51,,52.8711,,11.8843
603219,2026-04-23,4.28,,41.2494,,-0.1251
600685,2026-04-23,-0.09,,63.75,,581.5086
000885,2026-04-23,3.85,,71.3395,,24.255
920471,2026-04-23,5.38,,34.0581,,25.8951
003000,2026-04-23,2.21,,17.0401,,-9.12
600256,2026-04-23,9.52,,63.2183,,178.2136
600930,2026-04-23,3.52,,70.59,,23.0238
688285,2026-04-23,1.44,,48.3336,,-35.6503
000862,2026-04-23,0.91,,61.794,,-63.0607
600163,2026-04-23,5.46,,52.6877,,63.0284
000601,2026-04-23,0.68,,61.7341,,-9.8087
000488,2026-04-23,0.59,,72.5753,,-89.4325
300910,2026-04-23,2.31,,15.0562,,-12.466
600780,2026-04-23,4.45,,34.9936,,129.7726
600608,2026-04-23,3.11,,59.8079,,67.9253
600546,2026-04-23,12.15,,61.7536,,456.6134
688106,2026-04-23,1.43,,32.4391,,3.059
000609,2026-04-23,-4.7,,72.3138,,
600265,2026-04-23,-1.54,,43.2182,,-438.2
603655,2026-04-23,0.39,,6.0575,,-76.6095
603336,2026-04-23,1.27,,30.1915,,-19.4873
000019,2026-04-23,2.88,,36.6236,,-2.1932
300462,2026-04-23,-0.85,,33.9647,,-359.0956
600379,2026-04-23,1.09,,46.5667,,1.6737
601898,2026-04-23,5.58,,54.702,,100.2033
000968,2026-04-23,5.51,,57.1468,,187.0022
603466,2026-04-23,-0.69,,50.586,,-109.9618
605122,2026-04-23,1.33,,35.4349,,-18.6217
300040,2026-04-23,1.52,,66.6931,,30.8714
000559,2026-04-23,2.96,,46.5402,,56.6064
300466,2026-04-23,0.58,,36.324,,276.6589
600716,2026-04-23,1.18,,19.7715,,190.302
688203,2026-04-23,1.5,,45.8211,,-28.9111
300553,2026-04-23,0.95,,38.1236,,11.6752
600744,2026-04-23,-26.39,,97.0724,,-521.1393
920088,2026-04-23,3.87,,26.9129,,43.6238
000596,2026-04-23,6.23,,40.3851,,34.8452
300819,2026-04-23,0.92,,14.64,,-7.2868
002024,2026-04-23,-3.35,,82.5456,,-410.6023
600118,2026-04-23,0.8,,42.1659,,-9.9203
300055,2026-04-23,0.5,,21.9605,,-67.3557
688161,2026-04-23,2.11,,15.707,,-12.2039
300205,2026-04-23,0.07,,55.2693,,1541.035
603883,2026-04-23,3.83,,63.3488,,5.3039
300600,2026-04-23,-0.9,,31.5207,,-279.4579
300880,2026-04-23,2.14,,30.1853,,4.259
002033,2026-04-23,-1.19,,5.758,,-515.7586
600400,2026-04-23,0.95,,31.8362,,-40.2082
300448,2026-04-23,0.28,,8.5061,,-77.7527
002985,2026-04-23,5.44,,17.383,,46.1987
601699,2026-04-23,6.53,,62.1923,,69.3159
603619,2026-04-23,3.53,,66.1309,,1020.593
300777,2026-04-23,2.65,,3.8819,,183.8268
301408,2026-04-23,1.93,,63.0758,,53.0871
603290,2026-04-23,2.94,,10.2206,,101.8378
300267,2026-04-23,0.46,,10.5109,,-65.1991
603062,2026-04-23,14.36,,66.5494,,-20.1507
600583,2026-04-23,0.52,,32.8999,,-2.676
603092,2026-04-23,32.74,,65.8932,,65.2688
600123,2026-04-23,6.24,,54.1799,,348.8049
002331,2026-04-23,-0.67,,25.9736,,-917.6533
600758,2026-04-23,4.3,,63.4044,,493.9178
002958,2026-04-23,2.69,,91.9028,,1.5243
600809,2026-04-23,19.59,,37.4734,,70.6355
603319,2026-04-23,2.12,,44.2983,,-26.649
000026,2026-04-23,2.81,,24.6051,,-26.9684
300444,2026-04-23,-0.56,,64.4617,,-1415.3667
600841,2026-04-23,0.17,,60.3288,,-73.8679
000993,2026-04-23,1.73,,51.9688,,118.6634
002802,2026-04-23,2.49,,13.1389,,-6.354
600971,2026-04-23,3.7,,43.8319,,54.4906
688126,2026-04-23,-0.11,,29.4454,,-286.9717
000966,2026-04-23,0.84,,56.2471,,-29.1965
605268,2026-04-23,-0.4,,57.2977,,-124.4181
600875,2026-04-23,2.76,,64.7961,,42.4556
600893,2026-04-23,0.18,,56.587,,84.7961
605007,2026-04-23,4.65,,56.0946,,-8.738
300614,2026-04-23,1.84,,16.5494,,-41.9291
603895,2026-04-23,1.52,,59.165,,-4.1486
920429,2026-04-23,1.82,,29.8934,,43.9681
301667,2026-04-23,26.29,,65.9273,,134.6469
603815,2026-04-23,1.52,,70.4094,,90.5287
688231,2026-04-23,3.07,,59.2479,,1156.9603
002290,2026-04-23,4.39,,65.5045,,-29.8834
002703,2026-04-23,-0.29,,35.7184,,-123.7915
002986,2026-04-23,3.74,,27.0875,,241.0487
300732,2026-04-23,1.63,,50.797,,5.6878
300977,2026-04-23,-1.77,,8.0453,,-119.5618
603181,2026-04-23,5.51,,27.3744,,59.2672
300862,2026-04-23,0.78,,20.2427,,236.3029
002300,2026-04-23,1.83,,58.367,,19.3111
603052,2026-04-23,16.37,,43.0435,,70.4916
600982,2026-04-23,1.14,,60.6682,,-7.8944
688581,2026-04-23,18.77,,19.1497,,38.7628
300246,2026-04-23,0.97,,31.3127,,-41.3271
000791,2026-04-23,-0.41,,55.5153,,-0.0049
688337,2026-04-23,0.56,,18.1271,,440.9246
002648,2026-04-23,7.33,,59.4316,,99.8391
603332,2026-04-23,-1.0,,16.7265,,-210.1903
000591,2026-04-23,1.73,,62.8606,,-6.2793
605016,2026-04-23,3.27,,7.2078,,133.3766
600339,2026-04-23,0.63,,75.7431,,17.3706
600227,2026-04-23,-2.83,,35.5639,,-397.9721
688248,2026-04-23,0.19,,20.2854,,99.3732
002313,2026-04-23,-1.9,,64.8635,,-6962.9164
300961,2026-04-23,0.59,,55.6206,,53.0214
920099,2026-04-23,4.98,,43.3152,,115.2088
603183,2026-04-23,-0.73,,18.664,,-174.2151
300103,2026-04-23,-0.36,,39.7509,,-126.8321
600075,2026-04-23,2.81,,36.9048,,-41.6412
601838,2026-04-23,3.94,,93.4727,,28.7042
601857,2026-04-23,3.0,,44.3688,,37.8978
603722,2026-04-23,6.15,,25.9786,,104.5395
603863,2026-04-23,0.18,,35.2645,,-86.0142
601577,2026-04-23,3.21,,92.9218,,14.6394
601890,2026-04-23,0.84,,21.3969,,-18.2314
001330,2026-04-23,4.04,,62.6087,,832.0051
600868,2026-04-23,0.12,,12.287,,787.4155
300211,2026-04-23,1.5,,16.6172,,145.4521
002705,2026-04-23,2.84,,48.7209,,3.1178
000411,2026-04-23,2.44,,73.6332,,8.1884
002560,2026-04-23,0.51,,39.3245,,-22.0831
300810,2026-04-23,0.25,,7.5115,,623.6094
603215,2026-04-23,2.85,,36.5107,,11.306
000626,2026-04-23,0.39,,63.3481,,-75.3496
000534,2026-04-23,2.95,,50.4966,,-23.926
601187,2026-04-23,2.7,,93.0824,,18.5449
600835,2026-04-23,1.33,,60.3452,,-27.6664
600508,2026-04-23,6.91,,39.5271,,285.5564
000830,2026-04-23,6.85,,40.8182,,32.143
688631,2026-04-23,-3.11,,67.8397,,-5.5212
002004,2026-04-23,1.64,,46.6149,,88.5714
600808,2026-04-23,3.69,,57.4236,,-19.3925
600191,2026-04-23,-2.09,,4.557,,-3427.3217
300866,2026-04-23,3.18,,24.5277,,-5.5343
605108,2026-04-23,1.15,,29.7039,,-27.667
300858,2026-04-23,2.36,,6.6796,,8.7543
301158,2026-04-23,0.14,,17.6871,,2.3088
603278,2026-04-23,-1.64,,72.6694,,-156.5829
000799,2026-04-23,12.88,,33.2736,,94.4559
300043,2026-04-23,-0.45,,54.1405,,-502.8696
301101,2026-04-23,1.55,,7.9891,,91.5692
000554,2026-04-23,0.31,,42.4146,,96.0274
300736,2026-04-23,-5.91,,33.5878,,-923.3286
301042,2026-04-23,1.18,,9.817,,7.3608
600759,2026-04-23,1.79,,65.4445,,6205.7085
301193,2026-04-23,1.64,,27.1671,,57.204
600199,2026-04-23,-0.46,,25.8922,,-311.6372
002948,2026-04-23,2.1,,92.7541,,20.4086
000995,2026-04-23,1.26,,73.9219,,70.166
601026,2026-04-23,7.19,,58.1171,,27.3313
001872,2026-04-23,2.09,,37.5304,,57.8398
301290,2026-04-23,1.97,,9.2322,,15.9315
002216,2026-04-23,7.46,,44.4863,,48.4554
002233,2026-04-23,0.44,,11.1521,,-84.7308
600403,2026-04-23,3.21,,63.8705,,127.3742
300927,2026-04-23,3.83,,23.5369,,10.0576
300533,2026-04-23,11.6,,18.9428,,3499.7809
600094,2026-04-23,-0.67,,69.0155,,-136.7243
300005,2026-04-23,0.38,,14.7854,,-31.7915
301212,2026-04-23,4.12,,51.7076,,-30.9395
603105,2026-04-23,0.66,,52.9496,,4.5116
002733,2026-04-23,0.48,,57.696,,1704.2994
300200,2026-04-23,2.17,,12.2317,,-30.5842
000503,2026-04-23,-6.71,,33.3412,,
603199,2026-04-23,-0.44,,11.2332,,-131.6332
000037,2026-04-23,-2.46,,47.2228,,299.2069
000875,2026-04-23,3.82,,78.9829,,-0.0787
688087,2026-04-23,2.59,,19.2883,,14.5077
002717,2026-04-23,-1.25,,71.5209,,-429.4651
600938,2026-04-23,6.66,,37.395,,131.6785
600429,2026-04-23,0.83,,60.6173,,-11.7594
600113,2026-04-23,2.13,,23.0081,,192.8446
601225,2026-04-23,6.25,,32.9832,,79.355
002828,2026-04-23,-27.01,,68.5306,,-11188.1355
600859,2026-04-23,1.91,,46.972,,45.9827
603919,2026-04-23,5.23,,21.5252,,42.7349
002893,2026-04-23,18.5,,59.6977,,-5.3103
600979,2026-04-23,0.42,,55.5533,,-33.3085
002920,2026-04-23,5.59,,45.702,,37.9997
301239,2026-04-23,3.79,,61.5965,,28.8458
600746,2026-04-23,6.21,,12.7342,,-25.2985
601009,2026-04-23,3.97,,93.231,,21.8659
300896,2026-04-23,5.28,,4.1461,,68.9168
603369,2026-04-23,9.73,,30.177,,24.4579
601088,2026-04-23,4.78,,25.3086,,59.5763
601666,2026-04-23,8.67,,69.3688,,185.0167
688050,2026-04-23,3.38,,13.7901,,57.6728
000929,2026-04-23,-0.49,,17.8073,,-170.0382
300008,2026-04-23,0.34,,40.1797,,-52.0635
603589,2026-04-23,5.56,,21.1858,,15.5338
600985,2026-04-23,5.51,,54.2665,,36.0283
002838,2026-04-23,2.4,,32.3551,,-29.377
600844,2026-04-23,-0.14,,26.6019,,
600012,2026-04-23,3.44,,37.0818,,11.9448
002060,2026-04-23,1.19,,86.9915,,-0.7702
601579,2026-04-23,2.11,,16.3251,,-7.7628
002159,2026-04-23,-1.82,,48.6684,,-754.4542
000027,2026-04-23,1.11,,60.8044,,-6.2558
600120,2026-04-23,0.3,,53.2702,,-43.358
601139,2026-04-23,1.8,,57.5596,,-9.7504
600449,2026-04-23,0.22,,24.0766,,228.0912
301040,2026-04-23,1.73,,34.0775,,-43.0796
300587,2026-04-23,4.32,,33.0033,,33.3308
300164,2026-04-23,0.17,,37.4225,,-57.8784
688171,2026-04-23,1.18,,3.8967,,37.2844
301162,2026-04-23,2.11,,38.8864,,199.3981
600997,2026-04-23,4.18,,47.3962,,-21.1558
600098,2026-04-23,1.11,,55.1016,,18.3151
002772,2026-04-23,0.43,,51.5236,,-67.3419
600983,2026-04-23,-0.62,,48.3598,,190.3554
002988,2026-04-23,1.5,,59.8992,,32.936
600779,2026-04-23,12.29,,51.8067,,-13.5424
002749,2026-04-23,2.82,,27.021,,3.8752
600908,2026-04-23,2.74,,92.1338,,21.613
300034,2026-04-23,2.11,,39.1356,,9.2802
603345,2026-04-23,1.87,,22.285,,20.6423
300763,2026-04-23,6.5,,70.6064,,54.9714
601860,2026-04-23,2.24,,92.8702,,10.533
605028,2026-04-23,4.17,,10.6937,,23.9819
002438,2026-04-23,2.61,,41.9628,,11.6561
601127,2026-04-23,-11.75,,80.2641,,732.5271
002211,2026-04-23,-25.06,,91.5985,,-174.1484
300237,2026-04-23,-5.03,,76.1549,,
300829,2026-04-23,2.96,,34.8777,,56.5584
600423,2026-04-23,0.78,,13.2604,,-71.5343
000617,2026-04-23,1.84,,82.5653,,3.7375
300324,2026-04-23,-1.1,,36.2831,,
300167,2026-04-23,-16.33,,61.1725,,
300847,2026-04-23,2.3,,10.9111,,44.6904
688191,2026-04-23,1.9,,30.6537,,-27.3031
300562,2026-04-23,0.12,,35.5614,,-88.6184
600207,2026-04-23,1.02,,60.0617,,-86.1188
601001,2026-04-23,6.94,,52.6175,,72.1829
002679,2026-04-23,-2.18,,62.6987,,-21.2729
601528,2026-04-23,2.15,,90.14,,18.7628
688396,2026-04-23,3.46,,22.2352,,49.8232
300313,2026-04-23,-4.61,,86.6242,,
601808,2026-04-23,0.79,,47.5477,,66.2396
600955,2026-04-23,3.64,,12.498,,-48.5917
601665,2026-04-23,2.74,,92.6602,,19.9846
600635,2026-04-23,-3.88,,59.3434,,-392.8803
300894,2026-04-23,3.91,,38.5382,,34.4058
601015,2026-04-23,2.72,,49.0755,,-58.7686
300328,2026-04-23,0.78,,45.9811,,-168.4196
002430,2026-04-23,4.19,,49.717,,7.5811
301017,2026-04-23,2.55,,63.7411,,34.5167
300775,2026-04-23,5.45,,41.3176,,89.6148
000937,2026-04-23,4.49,,47.9599,,262.9617
600866,2026-04-23,1.3,,26.3556,,-33.8247
300436,2026-04-23,-0.88,,28.75,,-601.0699
603697,2026-04-23,1.11,,9.1336,,-64.3105
301367,2026-04-23,9.43,,21.0687,,114.2293
603856,2026-04-23,2.11,,39.9667,,2.598
601222,2026-04-23,1.21,,27.3162,,4.6647
