code,updated_at,roe,gross_margin,debt_ratio,revenue_growth,profit_growth
601236,2026-04-23,-3.18,,53.501,,-401.8313
600814,2026-04-23,2.91,,50.0272,,-27.965
000423,2026-04-23,1.14,,14.3022,,86.6473
688448,2026-04-23,-0.96,,45.0801,,-64.4568
002570,2026-04-23,1.12,,54.9088,,11.5596
002622,2026-04-23,-3.04,,51.0241,,-578.4627
601816,2026-04-23,0.12,,28.0256,,-63.6824
600512,2026-04-23,-2.94,,47.8576,,-143.1769
603890,2026-04-23,1.85,,48.8147,,-41.4773
600733,2026-04-23,-9.41,,73.3675,,
600829,2026-04-23,2.05,,66.5116,,15.6506
000006,2026-04-23,0.58,,64.9948,,-84.1448
300425,2026-04-23,1.2,,42.8212,,-8.6029
002687,2026-04-23,1.05,,25.2115,,-4.3292
000717,2026-04-23,0.98,,49.4505,,-74.0324
300359,2026-04-23,0.37,,36.2734,,-82.3988
300846,2026-04-23,-1.2,,38.2959,,-468.9134
000528,2026-04-23,1.63,,61.9794,,-34.6878
002415,2026-04-23,3.46,,34.8583,,-0.7687
002856,2026-04-23,0.06,,61.393,,-59.3961
600621,2026-04-23,1.1,,80.4735,,1.0287
605008,2026-04-23,4.53,,48.5748,,49.1584
600533,2026-04-23,2.66,,80.6435,,-53.9575
600493,2026-04-23,0.56,,58.2599,,-3.6572
600738,2026-04-23,11.11,,46.389,,421.9307
603107,2026-04-23,6.43,,44.0789,,35.0816
000513,2026-04-23,4.08,,37.0811,,2.2369
002306,2026-04-23,-0.7,,51.2454,,-123.8041
000557,2026-04-23,1.3,,7.2701,,19.903
301285,2026-04-23,4.63,,59.4879,,11.6214
301281,2026-04-23,5.98,,21.8879,,27.9512
000898,2026-04-23,2.43,,39.0668,,-2.6815
603899,2026-04-23,4.25,,37.7166,,-13.3735
688223,2026-04-23,1.68,,74.2107,,66.3858
600138,2026-04-23,-1.8,,51.6491,,-574.2789
600062,2026-04-23,3.33,,23.1736,,16.2172
603266,2026-04-23,2.44,,29.3464,,4.0634
600833,2026-04-23,0.76,,38.4572,,-37.7437
601058,2026-04-23,2.91,,58.3119,,-16.2958
300424,2026-04-23,-2.29,,65.7771,,-409.0537
000921,2026-04-23,2.51,,71.6958,,17.4659
300041,2026-04-23,3.86,,49.4358,,16.3059
600797,2026-04-23,0.21,,42.9739,,105.0905
300477,2026-04-23,3.55,,48.8243,,317.5808
002311,2026-04-23,1.36,,60.9781,,-71.1419
000605,2026-04-23,0.46,,65.4837,,-6.8786
001331,2026-04-23,17.67,,18.6994,,47.1354
600561,2026-04-23,-1.47,,74.0475,,-932.4258
000637,2026-04-23,-0.73,,60.8068,,-111.1108
600004,2026-04-23,-0.45,,32.0294,,288.9943
603999,2026-04-23,0.35,,18.0384,,26.2191
688273,2026-04-23,5.28,,23.8135,,13.3355
002718,2026-04-23,2.12,,45.129,,145.2059
603227,2026-04-23,4.35,,49.8031,,371.5673
603235,2026-04-23,8.53,,30.8168,,-13.4218
600619,2026-04-23,0.68,,63.2534,,-56.5313
002546,2026-04-23,-0.26,,8.2363,,-140.7754
600097,2026-04-23,0.47,,32.7808,,-13.3991
920014,2026-04-23,1.09,,56.4159,,-6.9585
603352,2026-04-23,5.83,,61.5117,,86.5099
605286,2026-04-23,1.54,,22.8146,,18.8842
300796,2026-04-23,2.8,,25.3112,,29.0262
002364,2026-04-23,0.24,,30.0893,,-65.8022
605005,2026-04-23,2.2,,17.4836,,-34.1562
002884,2026-04-23,5.12,,7.4644,,27.2533
600373,2026-04-23,2.3,,44.1802,,4.9293
301395,2026-04-23,4.37,,24.4956,,-5.626
601595,2026-04-23,-0.07,,41.9244,,-115.9134
300577,2026-04-23,2.69,,49.0599,,5.08
002572,2026-04-23,1.99,,49.8109,,-2.0818
600131,2026-04-23,0.95,,53.141,,12.1394
002027,2026-04-23,4.81,,24.0649,,-31.5606
600315,2026-04-23,2.8,,43.1749,,17.8115
603344,2026-04-23,10.9,,44.7397,,8.2491
002323,2026-04-23,0.72,,26.6546,,14.7834
300381,2026-04-23,-1.15,,33.692,,-176.9396
002103,2026-04-23,-1.89,,54.223,,-294.1165
688022,2026-04-23,0.17,,61.4548,,18.4038
300877,2026-04-23,-0.62,,20.5223,,-120.4092
301519,2026-04-23,4.22,,56.4145,,19.3231
688290,2026-04-23,0.72,,54.9505,,181.7817
603995,2026-04-23,3.38,,55.5933,,15.8753
002732,2026-04-23,1.66,,27.8668,,-41.8775
920519,2026-04-23,8.06,,41.0196,,2424.9439
002823,2026-04-23,1.5,,63.0211,,-4.5963
600335,2026-04-23,0.07,,67.5919,,-37.8049
688351,2026-04-23,-0.03,,11.9868,,44.6009
600229,2026-04-23,3.04,,25.2736,,-4.331
301058,2026-04-23,1.59,,46.867,,53.8753
000998,2026-04-23,0.91,,51.9529,,74.1419
300845,2026-04-23,-1.32,,15.2593,,-0.4781
600750,2026-04-23,4.39,,21.6159,,19.4146
600433,2026-04-23,0.76,,25.0049,,161.5098
001296,2026-04-23,0.93,,14.369,,-3.538
002508,2026-04-23,4.09,,34.2724,,0.9478
920810,2026-04-23,6.19,,58.6472,,105.1308
002968,2026-04-23,4.2,,28.7048,,22.3852
002852,2026-04-23,-2.35,,47.9932,,-162.5546
000650,2026-04-23,2.86,,13.3958,,10.1576
002517,2026-04-23,6.79,,19.7587,,74.9381
300144,2026-04-23,-0.51,,18.4017,,-135.8346
002351,2026-04-23,2.45,,13.1771,,-26.4114
603365,2026-04-23,3.11,,20.2379,,7.3589
002826,2026-04-23,1.17,,12.7527,,64.2792
001368,2026-04-23,11.98,,29.1748,,12.7961
002107,2026-04-23,3.85,,24.3395,,-54.8279
601096,2026-04-23,3.06,,65.2407,,-19.5034
601059,2026-04-23,3.88,,79.4237,,8.802
601888,2026-04-23,7.99,,33.4823,,-14.3412
000517,2026-04-23,5.13,,80.9783,,130.2278
601628,2026-04-23,3.26,,90.3701,,-46.4344
002302,2026-04-23,0.36,,61.3981,,-49.6198
601990,2026-04-23,0.76,,66.1895,,-28.7312
600313,2026-04-23,1.25,,32.9339,,308.7425
002775,2026-04-23,0.35,,86.4474,,-87.3098
002702,2026-04-23,2.42,,44.6409,,58.6226
000728,2026-04-23,-0.38,,74.5172,,-135.8962
600679,2026-04-23,0.98,,25.9539,,18.5217
600885,2026-04-23,4.09,,35.8778,,21.672
603018,2026-04-23,2.35,,59.3864,,12.0803
688599,2026-04-23,2.56,,68.5065,,133.4675
001356,2026-04-23,15.05,,54.7462,,118.6042
688021,2026-04-23,1.05,,37.007,,-62.9126
000987,2026-04-23,2.27,,76.8969,,-1.8751
302132,2026-04-23,1.18,,31.3212,,-40.3766
001269,2026-04-23,16.3,,52.6209,,23.6506
002833,2026-04-23,4.55,,32.3367,,-6.4563
301656,2026-04-23,-5.67,,65.2984,,403.546
002753,2026-04-23,0.47,,22.1746,,-91.9083
002913,2026-04-23,4.07,,50.3304,,37.3418
002690,2026-04-23,4.4,,18.9947,,5.9268
600628,2026-04-23,0.24,,27.36,,-55.5769
605151,2026-04-23,2.41,,31.3468,,33.966
605136,2026-04-23,0.47,,12.7044,,-71.6529
002788,2026-04-23,2.8,,74.9782,,16.5773
600129,2026-04-23,0.73,,81.0418,,-12.1821
605369,2026-04-23,6.38,,17.8167,,19.7715
002238,2026-04-23,0.65,,35.4515,,-40.6738
605001,2026-04-23,-2.13,,43.5161,,-78.6841
920819,2026-04-23,5.11,,57.1591,,187.3978
600300,2026-04-23,1.0,,34.6871,,-54.5257
600704,2026-04-23,3.29,,74.9553,,16.7117
300838,2026-04-23,2.11,,30.2517,,29.2867
600056,2026-04-23,2.34,,60.35,,11.8679
002724,2026-04-23,0.58,,12.5086,,-40.6886
002462,2026-04-23,1.99,,62.5008,,-16.2119
601288,2026-04-23,2.8,,91.7955,,6.7203
600470,2026-04-23,3.97,,71.0344,,11.5202
688246,2026-04-23,-1.63,,21.1976,,23.6521
600506,2026-04-23,-3.48,,90.9066,,16842.4032
600009,2026-04-23,-1.88,,44.459,,327.7465
605507,2026-04-23,3.06,,15.6352,,8.0641
600232,2026-04-23,1.22,,34.268,,650.634
688211,2026-04-23,-0.28,,36.1709,,-144.8714
603151,2026-04-23,11.86,,24.5331,,-15.9239
920806,2026-04-23,5.88,,73.9312,,-16.1933
001914,2026-04-23,1.65,,48.0174,,34.1944
001238,2026-04-23,8.78,,45.8393,,9.7169
603567,2026-04-23,2.19,,38.8352,,1.2115
301069,2026-04-23,5.12,,10.3095,,33.5825
600161,2026-04-23,1.53,,11.8849,,-22.7593
300966,2026-04-23,1.59,,35.5692,,-15.545
002440,2026-04-23,2.19,,19.9066,,19.9283
301388,2026-04-23,3.43,,44.3861,,-12.6843
000955,2026-04-23,-1.69,,28.5372,,-216.0909
301508,2026-04-23,8.35,,28.684,,18.4391
920266,2026-04-23,-0.03,,16.4651,,-77.425
301376,2026-04-23,6.66,,50.3556,,-21.3972
603126,2026-04-23,1.64,,47.784,,33.1309
000505,2026-04-23,1.25,,46.1036,,1.1352
300688,2026-04-23,-3.38,,29.5046,,-12924.5644
002054,2026-04-23,1.76,,48.3284,,50.2355
301105,2026-04-23,4.02,,24.1977,,7.3477
300189,2026-04-23,-0.47,,10.3697,,
301206,2026-04-23,1.35,,9.0855,,-9.6438
603535,2026-04-23,2.02,,25.7454,,6.7837
688015,2026-04-23,0.95,,53.6081,,-13.8954
688350,2026-04-23,1.97,,23.3326,,-18.7129
002918,2026-04-23,-1.98,,62.6213,,-279.8791
601939,2026-04-23,3.32,,91.5714,,5.7793
002758,2026-04-23,3.74,,65.3943,,66.7523
603648,2026-04-23,2.79,,19.4558,,12.7124
002264,2026-04-23,3.81,,76.5669,,-48.0757
002133,2026-04-23,1.11,,75.102,,690.2072
601880,2026-04-23,1.25,,29.6682,,-12.636
603855,2026-04-23,3.3,,53.4781,,-3.7539
300185,2026-04-23,0.79,,53.2785,,-51.8083
002707,2026-04-23,-18.39,,95.9932,,978.9936
600475,2026-04-23,2.77,,55.448,,17.6818
002800,2026-04-23,1.29,,48.8734,,52.2755
002623,2026-04-23,0.34,,29.9052,,-75.1859
002377,2026-04-23,-10.47,,61.5052,,
603997,2026-04-23,-0.81,,69.388,,-132.4648
688787,2026-04-23,1.16,,2.8114,,-42.2468
300697,2026-04-23,3.65,,35.6875,,-15.8077
603208,2026-04-23,2.92,,55.2269,,59.083
601619,2026-04-23,3.64,,55.3896,,99.9881
603758,2026-04-23,1.52,,12.117,,56.4094
002671,2026-04-23,-2.08,,26.7597,,-7703.83
002390,2026-04-23,1.1,,27.6063,,1.9328
603616,2026-04-23,-1.42,,53.8207,,-236.0031
301025,2026-04-23,1.21,,19.2356,,16.942
603288,2026-04-23,7.25,,20.3079,,-6.3939
002367,2026-04-23,1.15,,52.5015,,-36.9668
600295,2026-04-23,6.74,,46.4356,,100.3669
300855,2026-04-23,3.17,,10.1892,,11.8609
300037,2026-04-23,7.07,,39.1743,,234.0995
300599,2026-04-23,0.32,,18.981,,-83.1774
600283,2026-04-23,1.53,,58.8167,,-6.6226
601011,2026-04-23,0.56,,36.6302,,-4.0414
301332,2026-04-23,1.58,,44.0185,,18.1689
920158,2026-04-23,17.13,,54.857,,66.2062
603707,2026-04-23,5.79,,34.7328,,20.9744
600365,2026-04-23,-1.1,,53.4457,,-175.1299
001358,2026-04-23,27.94,,21.9176,,228.7773
300110,2026-04-23,1.04,,53.7775,,2.2354
603136,2026-04-23,-1.87,,18.6487,,-213.4398
002035,2026-04-23,2.39,,47.2669,,3.7259
603908,2026-04-23,7.28,,63.712,,73.3836
002011,2026-04-23,4.6,,77.4132,,-14.6596
603860,2026-04-23,-0.6,,10.7102,,2.8579
600765,2026-04-23,2.17,,48.1702,,118.0767
002162,2026-04-23,-1.2,,51.4267,,-133.1475
002082,2026-04-23,0.94,,33.3393,,-19.9553
600857,2026-04-23,1.76,,50.9294,,4.7773
300158,2026-04-23,0.11,,20.2066,,-91.7788
300299,2026-04-23,2.28,,44.3822,,-4.9186
300999,2026-04-23,0.13,,58.072,,-87.9274
300633,2026-04-23,2.12,,19.1793,,41.3638
603310,2026-04-23,20.1,,11.4954,,44.2174
003030,2026-04-23,0.76,,39.6151,,-37.1012
601319,2026-04-23,4.09,,79.8489,,-11.0228
002088,2026-04-23,4.41,,25.8053,,6.9495
301156,2026-04-23,4.36,,33.8063,,-28.401
300875,2026-04-23,-0.51,,11.8708,,-363.541
605177,2026-04-23,1.26,,21.6263,,-8.4715
600372,2026-04-23,1.75,,53.9406,,43.1222
001209,2026-04-23,1.85,,13.6804,,-28.5044
002085,2026-04-23,3.34,,56.5298,,13.9298
600585,2026-04-23,2.62,,14.9417,,-14.1222
002030,2026-04-23,18.6,,25.5493,,48.9225
600536,2026-04-23,-4.41,,68.304,,20.427
002423,2026-04-23,-1.9,,78.8025,,-239.089
600977,2026-04-23,1.03,,43.0212,,-42.227
002721,2026-04-23,-12.39,,91.0706,,-97.7323
002558,2026-04-23,2.5,,10.474,,-16.7815
002688,2026-04-23,1.29,,34.1335,,-54.793
600774,2026-04-23,1.39,,46.609,,-17.8963
003037,2026-04-23,0.32,,66.8829,,-87.6547
603229,2026-04-23,5.34,,31.7201,,61.1784
002867,2026-04-23,4.83,,16.9129,,22.9144
001313,2026-04-23,-1.56,,32.8806,,-185.8349
603368,2026-04-23,3.89,,64.401,,2.786
300236,2026-04-23,-0.29,,26.1373,,-513.6838
688739,2026-04-23,1.59,,3.9135,,-46.1561
601969,2026-04-23,3.35,,39.7108,,21.5199
300220,2026-04-23,-5.11,,60.9585,,-10.5915
920339,2026-04-23,11.37,,36.3498,,155.0759
601928,2026-04-23,2.86,,41.3518,,-29.2317
301037,2026-04-23,0.82,,68.044,,114.2651
600192,2026-04-23,-1.08,,62.5676,,
688101,2026-04-23,1.67,,28.0521,,-6.76
600690,2026-04-23,4.18,,60.3494,,15.2012
300194,2026-04-23,0.99,,30.2019,,-37.4318
600000,2026-04-23,3.23,,91.7399,,3.9243
001324,2026-04-23,5.48,,34.4984,,-33.6078
300073,2026-04-23,3.94,,38.9783,,159.3816
002976,2026-04-23,2.16,,35.9546,,14.3442
000157,2026-04-23,1.57,,54.3412,,-61.395
002152,2026-04-23,2.03,,27.3962,,10.8859
600055,2026-04-23,0.55,,8.1274,,-47.9369
300070,2026-04-23,0.15,,60.7566,,158.0997
300172,2026-04-23,1.37,,36.5598,,2.6809
601866,2026-04-23,4.23,,75.294,,66.3883
300215,2026-04-23,0.75,,49.487,,-33.231
601375,2026-04-23,0.13,,73.8345,,-89.5934
600660,2026-04-23,3.21,,42.1206,,1.8995
000997,2026-04-23,1.32,,41.2395,,-20.1041
600879,2026-04-23,1.24,,57.5939,,23.6109
600308,2026-04-23,2.01,,40.4781,,-42.7764
300746,2026-04-23,1.08,,33.1835,,-32.9289
300491,2026-04-23,-0.86,,25.6435,,-80.1493
000028,2026-04-23,1.66,,59.1545,,-24.3329
600053,2026-04-23,1.59,,15.7473,,108.1624
600528,2026-04-23,2.17,,51.7534,,1.7593
603816,2026-04-23,5.26,,43.5845,,19.1977
000595,2026-04-23,-1.78,,40.2455,,
300641,2026-04-23,2.04,,31.4675,,-9.0323
300517,2026-04-23,3.17,,45.0298,,-22.5603
000607,2026-04-23,0.08,,54.0623,,-13.8132
920679,2026-04-23,5.8,,12.3512,,13.2447
600933,2026-04-23,1.82,,31.8245,,-18.169
688584,2026-04-23,7.23,,37.8099,,72.2418
600195,2026-04-23,2.64,,22.2921,,-22.1568
002096,2026-04-23,-0.71,,49.1864,,15.3475
603351,2026-04-23,1.94,,26.9974,,2.1136
000548,2026-04-23,0.45,,38.2979,,-52.1897
600375,2026-04-23,-10.94,,86.1389,,-49.5161
603129,2026-04-23,2.83,,53.9788,,16.3772
002412,2026-04-23,2.89,,15.9871,,13.3224
603611,2026-04-23,3.38,,73.6652,,4.4669
000099,2026-04-23,1.48,,24.0406,,115.8973
000597,2026-04-23,1.62,,68.8614,,85.8991
603269,2026-04-23,0.31,,62.5295,,97.2752
600398,2026-04-23,4.6,,52.0377,,-13.9493
003032,2026-04-23,1.55,,32.1828,,193.7679
300778,2026-04-23,1.97,,31.3671,,-9.4141
601881,2026-04-23,1.53,,82.4184,,-22.314
002661,2026-04-23,2.31,,34.9993,,-29.2028
601700,2026-04-23,0.69,,49.657,,-35.5859
603325,2026-04-23,12.09,,70.5051,,-1.9842
600155,2026-04-23,0.17,,68.2371,,-79.2025
920527,2026-04-23,1.89,,46.6161,,36.6348
605133,2026-04-23,2.01,,26.2948,,4.1915
002439,2026-04-23,-1.47,,22.1244,,-27.3691
002864,2026-04-23,2.33,,48.564,,10.3508
603326,2026-04-23,1.52,,59.3305,,15.6514
600252,2026-04-23,1.29,,27.6386,,-73.6885
601717,2026-04-23,4.33,,55.9645,,17.5612
002130,2026-04-23,2.76,,46.4535,,-31.1391
002129,2026-04-23,3.99,,46.4323,,96.1977
000010,2026-04-23,0.38,,79.5158,,-36.7167
605580,2026-04-23,4.57,,12.7032,,27.3889
300453,2026-04-23,4.94,,28.1713,,34.6112
600556,2026-04-23,2.51,,24.2873,,10.4351
605399,2026-04-23,10.41,,9.7349,,203.0447
603886,2026-04-23,-1.26,,48.3387,,-1586.7704
300537,2026-04-23,-1.69,,38.0995,,-272.1761
603000,2026-04-23,-0.4,,26.7018,,455.6735
600354,2026-04-23,1.28,,54.0393,,-8.2408
002521,2026-04-23,0.57,,25.6816,,-77.027
002408,2026-04-23,4.17,,48.9385,,-19.9348
002543,2026-04-23,3.81,,47.0471,,3.2362
300950,2026-04-23,0.93,,24.3659,,-37.3396
688425,2026-04-23,2.59,,38.7274,,10.3304
603207,2026-04-23,31.96,,39.8152,,38.7379
300859,2026-04-23,-2.84,,12.6386,,-219.6329
605128,2026-04-23,1.12,,28.2014,,-43.646
920454,2026-04-23,1.35,,13.5188,,-31.6745
603377,2026-04-23,0.37,,52.69,,-97.521
601066,2026-04-23,1.8,,81.2319,,-8.2932
605333,2026-04-23,0.93,,75.3436,,-1.9773
301658,2026-04-23,20.25,,60.4609,,354.3032
001260,2026-04-23,8.25,,36.1817,,-14.7228
603188,2026-04-23,-2.23,,43.7068,,-59.8885
600169,2026-04-23,0.72,,81.7932,,90.5267
601616,2026-04-23,0.54,,17.5718,,-12.9532
601766,2026-04-23,0.15,,57.3533,,-66.6664
603014,2026-04-23,6.75,,27.1902,,21.223
600278,2026-04-23,1.27,,61.1257,,37.2296
002255,2026-04-23,-0.69,,39.6136,,-126.7668
002484,2026-04-23,2.67,,23.3495,,38.965
000514,2026-04-23,-0.35,,52.181,,-22.5433
000809,2026-04-23,-1.12,,33.5263,,
002949,2026-04-23,-0.27,,50.1646,,1.3775
688575,2026-04-23,24.99,,34.7207,,1276.7571
601238,2026-04-23,3.09,,35.5374,,27.4694
001201,2026-04-23,-1.05,,21.4015,,-117.4053
600467,2026-04-23,0.27,,50.9085,,-2.1822
600671,2026-04-23,-14.8,,85.2856,,-67.0573
600794,2026-04-23,1.71,,31.0178,,-26.0445
600322,2026-04-23,-74.54,,95.4649,,-119.1522
688339,2026-04-23,-0.95,,20.2262,,
688306,2026-04-23,1.78,,61.6638,,-1.0434
600819,2026-04-23,1.09,,37.4998,,-14.0471
002766,2026-04-23,-0.62,,47.2004,,85.64
002020,2026-04-23,2.81,,25.2683,,6.8151
000166,2026-04-23,1.11,,82.5829,,-54.042
601966,2026-04-23,-0.49,,49.7396,,-118.5855
603968,2026-04-23,4.83,,37.117,,104.3905
301015,2026-04-23,3.94,,51.6855,,3.3665
002095,2026-04-23,0.64,,27.2776,,-13.4499
600399,2026-04-23,1.44,,43.6561,,-50.5837
600325,2026-04-23,3.31,,73.2071,,0.0777
002998,2026-04-23,1.99,,18.6272,,-23.609
600825,2026-04-23,-0.07,,38.2825,,-81.606
002644,2026-04-23,1.32,,33.05,,-10.5459
601100,2026-04-23,5.43,,23.4988,,-32.5366
601133,2026-04-23,11.4,,53.2818,,126.6803
300783,2026-04-23,6.63,,35.7474,,-48.7475
002798,2026-04-23,-2.04,,59.751,,-223.6
300809,2026-04-23,1.62,,24.2309,,-19.9261
301632,2026-04-23,1.74,,21.6268,,-33.9797
603055,2026-04-23,2.91,,45.8105,,17.0246
600079,2026-04-23,6.66,,53.7843,,153.4286
688571,2026-04-23,0.69,,18.8223,,-57.8311
605186,2026-04-23,0.78,,7.6316,,10.471
300281,2026-04-23,0.75,,11.3371,,-32.305
600137,2026-04-23,0.83,,17.2827,,-25.7102
600107,2026-04-23,-0.41,,38.5004,,-2910.8323
000516,2026-04-23,-8.66,,61.5935,,
688775,2026-04-23,29.74,,30.8305,,53.2968
001239,2026-04-23,10.13,,65.2431,,5.4598
000709,2026-04-23,0.61,,74.8512,,-25.4799
002809,2026-04-23,0.62,,36.183,,-65.6405
002591,2026-04-23,-0.35,,27.6346,,-129.0023
000088,2026-04-23,0.92,,26.4934,,12.507
002354,2026-04-23,0.34,,21.2416,,-26.4996
603566,2026-04-23,2.04,,18.0932,,-56.7952
002596,2026-04-23,0.2,,62.8559,,36.4683
600615,2026-04-23,-0.57,,10.5387,,109.2864
000525,2026-04-23,36.04,,90.301,,1441.903
600970,2026-04-23,3.55,,66.1826,,71.9128
600072,2026-04-23,0.12,,46.5292,,32.1083
002101,2026-04-23,1.55,,38.697,,3.529
600268,2026-04-23,-2.56,,58.9955,,-23.0454
000012,2026-04-23,3.25,,40.8356,,-32.9724
600211,2026-04-23,6.24,,30.212,,11.1542
002252,2026-04-23,2.08,,4.747,,28.5719
002303,2026-04-23,0.85,,34.4902,,5.5492
301296,2026-04-23,2.98,,34.5063,,-12.8444
603156,2026-04-23,4.04,,11.6623,,-29.0974
002535,2026-04-23,0.35,,89.8369,,1551.0332
603956,2026-04-23,-4.3,,45.4378,,-506.374
601900,2026-04-23,1.8,,45.4251,,-18.006
300550,2026-04-23,0.49,,23.1795,,-5.1144
002348,2026-04-23,-8.27,,29.3621,,
603313,2026-04-23,1.06,,67.1829,,-45.9904
603020,2026-04-23,1.5,,13.5299,,-23.8826
002399,2026-04-23,2.02,,41.6108,,64.8743
002511,2026-04-23,2.64,,31.0724,,-50.8465
300159,2026-04-23,-16.26,,94.8287,,-1357.3753
601121,2026-04-23,6.24,,49.1191,,9.3034
300770,2026-04-23,5.32,,22.8477,,6.2333
001220,2026-04-23,9.9,,30.5712,,65.1987
600830,2026-04-23,0.57,,26.9671,,-32.0536
002880,2026-04-23,1.41,,16.1663,,-6.0064
003043,2026-04-23,3.08,,16.8605,,42.1628
301551,2026-04-23,10.69,,12.0283,,-16.3592
603395,2026-04-23,14.43,,61.2343,,15.6318
301584,2026-04-23,7.77,,87.5934,,6.8298
002224,2026-04-23,-0.22,,17.7257,,-170.2423
300665,2026-04-23,-1.93,,66.4677,,-726.6018
600031,2026-04-23,2.44,,54.1979,,-70.9413
600521,2026-04-23,2.06,,56.5481,,-46.1423
603392,2026-04-23,22.96,,34.7621,,377.885
000868,2026-04-23,-17.67,,92.4378,,14.996
603556,2026-04-23,2.5,,23.3071,,219.0766
600996,2026-04-23,0.07,,72.778,,-2.4776
601136,2026-04-23,0.86,,74.0682,,-35.535
003003,2026-04-23,0.02,,29.3904,,-97.954
603338,2026-04-23,3.17,,35.6733,,15.0708
603194,2026-04-23,15.24,,54.9708,,78.6523
600785,2026-04-23,2.14,,76.9695,,-8.5667
001277,2026-04-23,10.14,,60.431,,3.6076
000523,2026-04-23,-1.25,,61.1927,,-104.9877
300311,2026-04-23,-5.25,,50.435,,
600302,2026-04-23,-0.78,,34.9065,,
688601,2026-04-23,6.29,,11.6108,,175.0507
600109,2026-04-23,0.51,,74.7133,,-73.5643
300463,2026-04-23,3.33,,21.1303,,-35.5807
600346,2026-04-23,7.09,,73.6312,,2.5238
600160,2026-04-23,1.73,,26.5402,,1845.9454
920087,2026-04-23,-1.09,,45.8764,,31.9455
000403,2026-04-23,1.64,,11.0233,,88.4533
002805,2026-04-23,3.75,,49.9063,,322.6001
600760,2026-04-23,4.28,,78.4529,,48.1299
000532,2026-04-23,1.18,,54.0304,,287.5388
301215,2026-04-23,0.73,,14.3018,,4.548
001203,2026-04-23,8.21,,38.5538,,27.0442
301043,2026-04-23,0.51,,16.965,,-57.5049
688570,2026-04-23,13.72,,44.0474,,6.8257
300797,2026-04-23,1.72,,36.199,,124.3577
600444,2026-04-23,1.42,,45.477,,19.9451
300655,2026-04-23,1.7,,36.8759,,31.5506
000718,2026-04-23,1.48,,42.2638,,-51.4223
300670,2026-04-23,-0.79,,13.8899,,-287.2274
600369,2026-04-23,-0.51,,69.927,,-163.8398
603022,2026-04-23,1.15,,46.4632,,88.6266
600303,2026-04-23,-1.33,,42.3784,,
300522,2026-04-23,4.57,,11.7984,,11.0873
603779,2026-04-23,1.28,,49.3968,,2189.3623
688468,2026-04-23,2.96,,10.1578,,2.5389
301038,2026-04-23,-5.44,,46.2414,,-2357.1188
601608,2026-04-23,1.03,,60.361,,16.6426
000783,2026-04-23,0.15,,81.7777,,-92.8923
600698,2026-04-23,0.05,,29.3949,,-89.5072
000756,2026-04-23,2.82,,47.2648,,3.5417
605099,2026-04-23,4.1,,15.7426,,-13.8035
603329,2026-04-23,5.28,,44.3191,,143.8855
002712,2026-04-23,-0.69,,30.7665,,-188.1049
001322,2026-04-23,7.42,,59.716,,51.8442
920729,2026-04-23,2.4,,11.5308,,-46.6206
002879,2026-04-23,1.01,,16.4835,,-39.212
600725,2026-04-23,2.12,,27.6201,,92.2653
920017,2026-04-23,1.45,,21.0192,,59.9777
600741,2026-04-23,3.36,,64.4891,,17.1391
601798,2026-04-23,-1.77,,44.7491,,86.9641
603353,2026-04-23,1.22,,27.3671,,-37.9604
002094,2026-04-23,0.59,,47.4906,,-15.9603
002366,2026-04-23,9.15,,98.3787,,-46.3018
603358,2026-04-23,2.57,,41.642,,-19.1938
600088,2026-04-23,-2.97,,26.4634,,-1171.5348
603049,2026-04-23,5.21,,70.2868,,-11.6086
002223,2026-04-23,5.32,,30.0386,,0.0119
600222,2026-04-23,0.13,,49.7256,,-91.8649
002253,2026-04-23,0.21,,16.8317,,-46.1565
920260,2026-04-23,0.12,,16.5112,,-56.1612
002810,2026-04-23,5.85,,40.5673,,20.6594
600477,2026-04-23,1.03,,54.8751,,-45.8199
300443,2026-04-23,1.4,,9.4593,,-64.9425
300989,2026-04-23,1.37,,9.4979,,-6.2722
300293,2026-04-23,-1.09,,77.675,,
300396,2026-04-23,3.22,,19.9149,,4.0804
688107,2026-04-23,1.16,,12.297,,206.3405
300564,2026-04-23,0.18,,33.0434,,-56.116
600261,2026-04-23,0.09,,37.0377,,-98.8923
002656,2026-04-23,-1.5,,32.6058,,207.9268
688053,2026-04-23,5.61,,19.2811,,4.2684
300341,2026-04-23,3.51,,24.6348,,26.836
601156,2026-04-23,11.12,,36.0019,,106.8727
000035,2026-04-23,0.39,,53.5722,,-74.295
000009,2026-04-23,2.02,,60.3509,,27.4589
600992,2026-04-23,0.34,,55.604,,16.2053
002762,2026-04-23,0.62,,7.5075,,-9.2286
300333,2026-04-23,-2.18,,2.3354,,-383.9676
300596,2026-04-23,4.77,,53.563,,36.6978
688606,2026-04-23,24.27,,15.3036,,598.1226
002459,2026-04-23,4.32,,71.8418,,362.9406
600682,2026-04-23,1.21,,27.8562,,-19.9168
600657,2026-04-23,0.13,,70.5302,,-78.376
601377,2026-04-23,0.38,,79.9534,,-72.7215
600082,2026-04-23,-0.68,,36.1478,,0.9665
600048,2026-04-23,1.28,,78.1867,,0.7322
603360,2026-04-23,8.56,,37.5913,,89.9732
300294,2026-04-23,1.49,,8.4911,,2.7851
300317,2026-04-23,1.61,,38.4705,,139.6159
000045,2026-04-23,0.62,,28.9897,,-62.9972
688669,2026-04-23,1.12,,55.8785,,-21.6189
